type,L1,L2,L3,L4,manufacturer_group,tax_type
その他,修理（スポーツ）,ブレーキ調整（前後）,ブレーキ調整（前後）,,,
その他,修理（スポーツ）,ケーブル交換（ブレーキ調整は片側のみ基本工賃に含まれます。）,インナーワイヤーのみ1本,,,
その他,修理（スポーツ）,ケーブル交換（ブレーキ調整は片側のみ基本工賃に含まれます。）,インナー、アウターワイヤー1本,,,
その他,修理（スポーツ）,ケーブル交換（ブレーキ調整は片側のみ基本工賃に含まれます。）,油圧ディスクケーブル1本,,,
その他,修理（スポーツ）,ケーブル交換（ブレーキ調整は片側のみ基本工賃に含まれます。）,ブレーキフルード、調整1本,,,
その他,修理（スポーツ）,ブレーキシュー、パッド交換 片側（ブレーキ調整は片側のみ基本工賃に含まれます。）,キャリパー、Vブレーキシュー,,,
その他,修理（スポーツ）,ブレーキシュー、パッド交換 片側（ブレーキ調整は片側のみ基本工賃に含まれます。）,カンチ、Uブレーキシュー,,,
その他,修理（スポーツ）,ブレーキシュー、パッド交換 片側（ブレーキ調整は片側のみ基本工賃に含まれます。）,ディスクブレーキパッド,,,
その他,修理（スポーツ）,ブレーキ本体交換 片側（ブレーキ調整は片側のみ基本工賃に含まれます。）,キャリパー、Vブレーキ本体,,,
その他,修理（スポーツ）,ブレーキ本体交換 片側（ブレーキ調整は片側のみ基本工賃に含まれます。）,カンチ、Uブレーキ本体,,,
その他,修理（スポーツ）,ブレーキ本体交換 片側（ブレーキ調整は片側のみ基本工賃に含まれます。）,機械式ディスクブレーキ本体,,,
その他,修理（スポーツ）,ブレーキ本体交換 片側（ブレーキ調整は片側のみ基本工賃に含まれます。）,油圧ディスクブレーキ本体,,,
その他,修理（スポーツ）,ブレーキ本体交換 片側（ブレーキ調整は片側のみ基本工賃に含まれます。）,ディスクローター交換,,,
その他,修理（スポーツ）,ブレーキレバー交換（左右セット）（ブレーキ調整は基本工賃に含まれます。）,フラットハンドル用機械式ブレーキ,,,
その他,修理（スポーツ）,ブレーキレバー交換（左右セット）（ブレーキ調整は基本工賃に含まれます。）,フラットハンドル用油圧式ディスクブレーキ,,,
その他,修理（スポーツ）,ブレーキレバー交換（左右セット）（ブレーキ調整は基本工賃に含まれます。）,ドロップハンドル用機械式レバー,,,
その他,修理（スポーツ）,ロードデュアルコントロールレバー交換（左右セット）（ブレーキ、変速調整は基本工賃に含まれます。）,機械式ブレーキレバー,,,
その他,修理（スポーツ）,ロードデュアルコントロールレバー交換（左右セット）（ブレーキ、変速調整は基本工賃に含まれます。）,油圧式ディスクブレーキ,,,
その他,修理（スポーツ）,ヘッドパーツ,増し締め、ガタ調整,,,
その他,修理（スポーツ）,ヘッドパーツ,交換,,,
その他,修理（スポーツ）,ヘッドパーツ,オーバーホール,,,
その他,修理（スポーツ）,ヘッドパーツ,下玉押し外し＋圧入のみ,,,
その他,修理（スポーツ）,ヘッドパーツ,ヘッドパーツ圧入のみ,,,
その他,修理（スポーツ）,フロントフォーク,フォーク交換,,,
その他,修理（スポーツ）,フロントフォーク,スターファングルナット圧入のみ,,,
その他,修理（スポーツ）,フロントフォーク,コラムカットのみ,,,
その他,修理（スポーツ）,フロントフォーク,コラムカット（ポジション調整含む）,,,
その他,修理（スポーツ）,フレームからの組立,MTB、クロスバイク,,,
その他,修理（スポーツ）,フレームからの組立,ロードバイク,,,
その他,修理（スポーツ）,フレームへのばらし,分解,,,
その他,修理（スポーツ）,キャリア,キャリア取付,,,
その他,修理（スポーツ）,キャリア,シートポストキャリア取付,,,
その他,修理（スポーツ）,MTBカゴ取付,,,,
その他,修理（スポーツ）,ハンドルバッグ取付（アタッチメント式）,,,,
その他,修理（スポーツ）,スタンド,サイドスタンド取付,,,
その他,修理（スポーツ）,スタンド,センタースタンド取付,,,
その他,修理（スポーツ）,スタンド,センタースタンド取付（カットする場合）,,,
その他,修理（スポーツ）,泥除け,フルカバータイプ前後取付,,,
その他,修理（スポーツ）,泥除け,ショートカバータイプ前後取付,,,
その他,修理（スポーツ）,ライト,電池式ライト取付,,,
その他,修理（スポーツ）,ライト,リムドライブライト取付,,,
その他,修理（スポーツ）,サイクルコンピューター取付,有線式,,,
その他,修理（スポーツ）,サイクルコンピューター取付,ワイヤレスタイプ,,,
その他,修理（スポーツ）,サイクルコンピューター取付,ケイデンス付きモデル（有線式）,,,
その他,修理（スポーツ）,サイクルコンピューター取付,ケイデンス付きモデル（ワイヤレス式）,,,
その他,修理（スポーツ）,サイクルコンピューター取付,電池交換、再設定,,,
その他,修理（スポーツ）,CIデッキ,ギアポジション調整,,,
その他,修理（スポーツ）,ブレーキブースター、ブースター式リング錠取付,,,,
その他,修理（スポーツ）,グリップエンド用ミラー取付,,,,
その他,修理（スポーツ）,ボトルケージホルダー取付,,,,
その他,修理（スポーツ）,スマートフォンホルダー取付,,,,
その他,修理（スポーツ）,TS点検、一式点検,,,,
その他,修理（スポーツ）,組み立て、点検,MTB、クロス、ロード 9分組,,,
その他,修理（スポーツ）,組み立て、点検,MTB、クロス 7分組,,,
その他,修理（スポーツ）,組み立て、点検,ロード 7分組,,,
その他,修理（スポーツ）,コンポーネント一式交換,,,,
その他,修理（スポーツ）,新車フレーム組み,,,,
その他,修理（スポーツ）,ニューリフレッシュプラン,,,,
その他,修理（スポーツ）,オーバーホールライトプラン,,,,
その他,修理（スポーツ）,フルオーバーホール,,,,
その他,修理（スポーツ）,前後ホイールメンテナンス,,,,
その他,修理（スポーツ）,お引き取り手数料（1台当り）,,,,
その他,修理（スポーツ）,基本時間工賃,,,,
その他,修理（スポーツ）,デュアルコントロールレバー交換,,,,
その他,修理（スポーツ）,デュアルコントロールレバー（油圧式）交換,,,,
その他,修理（スポーツ）,ディレイラー交換,,,,
その他,修理（スポーツ）,変速調整,,,,
その他,修理（スポーツ）,バッテリーホルダー取付（外付けタイプ）,,,,
その他,修理（スポーツ）,バッテリー交換（内蔵タイプ）,,,,
その他,修理（スポーツ）,Eワイヤー交換ペア（レバー→ジャンクションA/エアロバー用シフトスイッチ）,,,,
その他,修理（スポーツ）,Eワイヤー交換1本,（ジャンクションB→ジャンクションA）,,,
その他,修理（スポーツ）,Eワイヤー交換1本,（ジャンクションB→バッテリー）,,,
その他,修理（スポーツ）,Eワイヤー交換1本,（ジャンクションB→ディレイラー）,,,
その他,修理（スポーツ）,シフトスイッチ取付,,,,
その他,修理（スポーツ）,スプリンタースイッチ取付,,,,
その他,修理（スポーツ）,エアロバー用スイッチ取付,,,,
その他,修理（スポーツ）,ジャンクションA取付、ジャンクションB取付,,,,
その他,修理（スポーツ）,ワイヤレスユニット取付,,,,
その他,修理（スポーツ）,Di2総交換,,,,
その他,修理（スポーツ）,Di2設定変更,,,,
その他,修理（スポーツ）,水洗車,,,,
その他,修理（スポーツ）,輪行袋,袋入作業,,,
その他,修理（スポーツ）,輪行袋,レクチャー,,,
その他,自転車コーティング施工,CR-1（フルコース）,MTB,,,
その他,自転車コーティング施工,CR-1（フルコース）,ロードバイク,,,
その他,自転車コーティング施工,CR-1（フルコース）,シティバイク,,,
その他,自転車コーティング施工,CR-1（フルコース）,その他,,,
その他,自転車コーティング施工,CR-1（フレームのみ）,MTB,,,
その他,自転車コーティング施工,CR-1（フレームのみ）,ロードバイク,,,
その他,自転車コーティング施工,CR-1（フレームのみ）,シティバイク,,,
その他,自転車コーティング施工,CR-1（フレームのみ）,その他,,,
その他,自転車コーティング施工,CR-1（前後ホイール）,MTB,,,
その他,自転車コーティング施工,CR-1（前後ホイール）,ロードバイク,,,
その他,自転車コーティング施工,CR-1（前後ホイール）,シティバイク,,,
その他,自転車コーティング施工,CR-1（前後ホイール）,その他,,,
その他,自転車コーティング施工,Velogue,,,,
その他,自転車コーティング施工,G’ZOX,,,,
その他,自転車コーティング施工,キーパー,,,,
その他,自転車コーティング施工,その他,,,,
その他,自転車納車整備,自転車組立整備,,,,
その他,自転車納車整備,自転車カスタム整備,,,,
その他,自転車納車整備,HQセットアップ,,,,
その他,自転車納車整備,その他,,,,
その他,自転車お届け・レッカー,届け／配送,,,,
その他,自転車お届け・レッカー,回収／引上 レッカー,,,,
その他,自転車お届け・レッカー,事故車回収,,,,
その他,自転車お届け・レッカー,学生生活110番,,,,
その他,自転車お届け・レッカー,ズットライド,,,,
その他,自転車お届け・レッカー,その他,,,,
その他,自転車その他見積り,事故見積もり,,,,
その他,自転車その他見積り,カスタム見積もり,,,,
その他,自転車その他見積り,完成車見積もり,,,,
その他,自転車その他見積り,部品見積もり,,,,
その他,自転車その他見積り,その他,,,,
その他,自転車保証修理,メーカー保証修理,,,,
その他,自転車保証修理,自社保証修理,,,,
その他,自転車保証修理,補償会社修理,,,,
その他,自転車保証修理,リコール,,,,
その他,自転車保証修理,その他,,,,
その他,バイク部用品（パーツ）,純正部品,外装パーツ,,motorcycle_parts,
その他,バイク部用品（パーツ）,純正部品,電装系パーツ,,motorcycle_parts,
その他,バイク部用品（パーツ）,純正部品,制動力パーツ,,motorcycle_parts,
その他,バイク部用品（パーツ）,純正部品,足まわりパーツ,,motorcycle_parts,
その他,バイク部用品（パーツ）,純正部品,動力系パーツ,,motorcycle_parts,
その他,バイク部用品（パーツ）,純正部品,吸排気系パーツ,,motorcycle_parts,
その他,バイク部用品（パーツ）,純正部品,セーフティパーツ,,motorcycle_parts,
その他,バイク部用品（パーツ）,純正部品,その他,,motorcycle_parts,
その他,バイク部用品（パーツ）,社外部品,外装パーツ,,motorcycle_parts,
その他,バイク部用品（パーツ）,社外部品,電装系パーツ,,motorcycle_parts,
その他,バイク部用品（パーツ）,社外部品,制動力パーツ,,motorcycle_parts,
その他,バイク部用品（パーツ）,社外部品,足まわりパーツ,,motorcycle_parts,
その他,バイク部用品（パーツ）,社外部品,動力系パーツ,,motorcycle_parts,
その他,バイク部用品（パーツ）,社外部品,吸排気系パーツ,,motorcycle_parts,
その他,バイク部用品（パーツ）,社外部品,セーフティパーツ,,motorcycle_parts,
その他,バイク部用品（パーツ）,社外部品,その他,,motorcycle_parts,
その他,バイク部用品（パーツ）,特別製作,外装パーツ,,motorcycle_parts,
その他,バイク部用品（パーツ）,特別製作,電装系パーツ,,motorcycle_parts,
その他,バイク部用品（パーツ）,特別製作,制動力パーツ,,motorcycle_parts,
その他,バイク部用品（パーツ）,特別製作,足まわりパーツ,,motorcycle_parts,
その他,バイク部用品（パーツ）,特別製作,動力系パーツ,,motorcycle_parts,
その他,バイク部用品（パーツ）,特別製作,吸排気系パーツ,,motorcycle_parts,
その他,バイク部用品（パーツ）,特別製作,セーフティパーツ,,motorcycle_parts,
その他,バイク部用品（パーツ）,特別製作,その他,,motorcycle_parts,
その他,バイク部用品（パーツ）,その他,,,motorcycle_parts,
その他,バイク_アクセサリー,純正用品,盗難防止用品,,motorcycle_parts,
その他,バイク_アクセサリー,純正用品,ドライブレコーダー,,motorcycle_parts,
その他,バイク_アクセサリー,純正用品,スマートモニター,,motorcycle_parts,
その他,バイク_アクセサリー,純正用品,スマホホルダー,,motorcycle_parts,
その他,バイク_アクセサリー,純正用品,充電器,,motorcycle_parts,
その他,バイク_アクセサリー,純正用品,その他,,motorcycle_parts,
その他,バイク_アクセサリー,社外用品,盗難防止用品,,motorcycle_parts,
その他,バイク_アクセサリー,社外用品,ドライブレコーダー,,motorcycle_parts,
その他,バイク_アクセサリー,社外用品,スマートモニター,,motorcycle_parts,
その他,バイク_アクセサリー,社外用品,スマホホルダー,,motorcycle_parts,
その他,バイク_アクセサリー,社外用品,充電器,,motorcycle_parts,
その他,バイク_アクセサリー,社外用品,その他,,motorcycle_parts,
その他,バイク_アクセサリー,消耗品,盗難防止用品,,motorcycle_parts,
その他,バイク_アクセサリー,消耗品,ドライブレコーダー,,motorcycle_parts,
その他,バイク_アクセサリー,消耗品,スマートモニター,,motorcycle_parts,
その他,バイク_アクセサリー,消耗品,スマホホルダー,,motorcycle_parts,
その他,バイク_アクセサリー,消耗品,充電器,,motorcycle_parts,
その他,バイク_アクセサリー,消耗品,その他,,motorcycle_parts,
その他,バイク_アクセサリー,消耗品,盗難防止用品,,motorcycle_parts,
その他,バイク_アクセサリー,消耗品,ドライブレコーダー,,motorcycle_parts,
その他,バイク_アクセサリー,消耗品,スマートモニター,,motorcycle_parts,
その他,バイク_アクセサリー,消耗品,スマホホルダー,,motorcycle_parts,
その他,バイク_アクセサリー,消耗品,充電器,,motorcycle_parts,
その他,バイク_アクセサリー,消耗品,その他,,motorcycle_parts,
その他,バイク_アクセサリー,ケミカル,盗難防止用品,,motorcycle_parts,
その他,バイク_アクセサリー,ケミカル,ドライブレコーダー,,motorcycle_parts,
その他,バイク_アクセサリー,ケミカル,スマートモニター,,motorcycle_parts,
その他,バイク_アクセサリー,ケミカル,スマホホルダー,,motorcycle_parts,
その他,バイク_アクセサリー,ケミカル,充電器,,motorcycle_parts,
その他,バイク_アクセサリー,ケミカル,その他,,motorcycle_parts,
その他,バイク_アクセサリー,油脂類,盗難防止用品,,motorcycle_parts,
その他,バイク_アクセサリー,油脂類,ドライブレコーダー,,motorcycle_parts,
その他,バイク_アクセサリー,油脂類,スマートモニター,,motorcycle_parts,
その他,バイク_アクセサリー,油脂類,スマホホルダー,,motorcycle_parts,
その他,バイク_アクセサリー,油脂類,充電器,,motorcycle_parts,
その他,バイク_アクセサリー,油脂類,その他,,motorcycle_parts,
その他,バイク_アクセサリー,オイル関係,盗難防止用品,,motorcycle_parts,
その他,バイク_アクセサリー,オイル関係,ドライブレコーダー,,motorcycle_parts,
その他,バイク_アクセサリー,オイル関係,スマートモニター,,motorcycle_parts,
その他,バイク_アクセサリー,オイル関係,スマホホルダー,,motorcycle_parts,
その他,バイク_アクセサリー,オイル関係,充電器,,motorcycle_parts,
その他,バイク_アクセサリー,オイル関係,その他,,motorcycle_parts,
その他,バイク_アクセサリー,その他,,,motorcycle_parts,
その他,バイク_ウェア・装具,グローブ,,,motorcycle_parts,
その他,バイク_ウェア・装具,ヘルメット関連,ゴーグル／シールド,,motorcycle_parts,
その他,バイク_ウェア・装具,ヘルメット関連,フルフェイス,,motorcycle_parts,
その他,バイク_ウェア・装具,ヘルメット関連,ジェットヘル,,motorcycle_parts,
その他,バイク_ウェア・装具,ヘルメット関連,半キャップ,,motorcycle_parts,
その他,バイク_ウェア・装具,ヘルメット関連,インカム,,motorcycle_parts,
その他,バイク_ウェア・装具,ヘルメット関連,その他,,motorcycle_parts,
その他,バイク_ウェア・装具,バイクカバー,,,motorcycle_parts,
その他,バイク_ウェア・装具,ウェア類,防寒具,,motorcycle_parts,
その他,バイク_ウェア・装具,ウェア類,レインウェア,,motorcycle_parts,
その他,バイク_ウェア・装具,ウェア類,アパレル,,motorcycle_parts,
その他,バイク_ウェア・装具,ウェア類,その他,,motorcycle_parts,
その他,バイク_ウェア・装具,防具類（プロテクター／パッド）,,,motorcycle_parts,
その他,バイク_ウェア・装具,シューズ・ブーツ,,,motorcycle_parts,
その他,バイク_ウェア・装具,その他,,,motorcycle_parts,
その他,バイク_部用品その他,,,,motorcycle_parts,
その他,バイク点検・車検,点検,初回点検（納車後1ヶ月）,,,
その他,バイク点検・車検,点検,3ヶ月点検,,,
その他,バイク点検・車検,点検,6ヶ月点検,,,
その他,バイク点検・車検,点検,12ヶ月点検（法令点検）,,,
その他,バイク点検・車検,点検,18ヶ月点検,,,
その他,バイク点検・車検,点検,24ヶ月点検（法令点検）,,,
その他,バイク点検・車検,点検,30ヶ月点検,,,
その他,バイク点検・車検,点検,36ヶ月点検（法令点検）,,,
その他,バイク点検・車検,点検,その他,,,
その他,バイク点検・車検,メンテナンスパック,初回点検（納車後1ヶ月）,,,
その他,バイク点検・車検,メンテナンスパック,3ヶ月点検,,,
その他,バイク点検・車検,メンテナンスパック,6ヶ月点検,,,
その他,バイク点検・車検,メンテナンスパック,12ヶ月点検（法令点検）,,,
その他,バイク点検・車検,メンテナンスパック,18ヶ月点検,,,
その他,バイク点検・車検,メンテナンスパック,24ヶ月点検（法令点検）,,,
その他,バイク点検・車検,メンテナンスパック,30ヶ月点検,,,
その他,バイク点検・車検,メンテナンスパック,36ヶ月点検（法令点検）,,,
その他,バイク点検・車検,メンテナンスパック,その他,,,
その他,バイク点検・車検,車検,,,,
その他,バイクカスタマイズ,純正パーツ取付,,,,
その他,バイクカスタマイズ,社外パーツ取付,,,,
その他,バイクカスタマイズ,ETC取り付け工賃,,,,
その他,バイクカスタマイズ,チューニング,,,,
その他,バイクカスタマイズ,板金・塗装,,,,
その他,バイクカスタマイズ,その他,,,,
その他,バイク納車整備,組立整備,,,,
その他,バイク納車整備,カスタム整備,,,,
その他,バイク納車整備,その他,,,,
その他,バイクお届け・レッカー,届け／配送,,,,
その他,バイクお届け・レッカー,回収／引上 レッカー,,,,
その他,バイクお届け・レッカー,事故車両回収,,,,
その他,バイクお届け・レッカー,その他,,,,
その他,バイクコーティング施工,CR-1,,,,
その他,バイクコーティング施工,G’ZOX,,,,
その他,バイクコーティング施工,キーパー,,,,
その他,バイクコーティング施工,その他,,,,
その他,バイク車両保管,,,,,
その他,バイク修理,故障診断,,,,
その他,バイク修理,メーカー診断機による故障診断,,,,
その他,バイク修理,一般修理,パンク修理,,,
その他,バイク修理,一般修理,その他,,,
その他,バイク修理,保険事故修理,,,,
その他,バイク修理,出張修理,,,,
その他,バイク修理,オイルリザーブ,,,,
その他,バイク修理,オーバーホール,,,,
その他,バイク修理,洗車,,,,
その他,バイク修理,保証修理,メーカー保証修理,,,
その他,バイク修理,保証修理,自社保証修理,,,
その他,バイク修理,保証修理,補償会社修理,,,
その他,バイク修理,保証修理,リコール,,,
その他,バイク修理,保証修理,その他,,,
その他,バイク修理,交換作業,オイル,,,
その他,バイク修理,交換作業,オイルドレンワッシャー・Oリング,,,
その他,バイク修理,交換作業,タイヤ,,,
その他,バイク修理,交換作業,チューブ,,,
その他,バイク修理,交換作業,エアバルブ,,,
その他,バイク修理,交換作業,ブレーキパッド,,,
その他,バイク修理,交換作業,ドライブチェーン,,,
その他,バイク修理,交換作業,バッテリー,,,
その他,バイク修理,交換作業,スパークプラグ,,,
その他,バイク修理,交換作業,エアクリーナー,,,
その他,バイク修理,交換作業,オイルフィルター,,,
その他,バイク修理,交換作業,ヘッドライトバルブ,,,
その他,バイク修理,交換作業,テールライトバルブ,,,
その他,バイク修理,交換作業,ウインカーバルブ,,,
その他,バイク修理,交換作業,液類（量り売り）,,,
その他,バイク修理,交換作業,ガソリン,,,
その他,バイク修理,交換作業,ＬＬＣ,,,
その他,バイク修理,交換作業,フューエルワン,,,
その他,バイク修理,交換作業,クーラントブースター,,,
その他,バイク修理,交換作業,ギアオイル,,,
その他,バイク修理,交換作業,ブレーキフルード,,,
その他,バイク修理,交換作業,グリップヒーター,,,
その他,バイク修理,交換作業,ＥＴＣ本体,,,
その他,バイク修理,交換作業,ドライブレコーダー,,,
その他,バイク修理,交換作業,ＬＥＤバルブ,,,
その他,バイク修理,交換作業,EV車用動力バッテリー,,,
その他,バイク修理,交換作業,USB電源,,,
その他,バイク修理,交換作業,タイヤ処分料,,,
その他,バイク修理,交換作業,その他,,,
その他,バイク修理,その他,,,,
その他,業販,自転車,車両,,,
その他,業販,自転車,修理,,,
その他,業販,自転車,部用品,,,
その他,業販,自転車,その他,,,
その他,業販,バイク,車両,,,
その他,業販,バイク,修理,,,
その他,業販,バイク,部用品,,,
その他,業販,バイク,その他,,,
その他,業販,その他,,,,
費用,自転車,自転車処分料金　一般車,,,,taxable
費用,自転車,自転車処分料金　電動自転車,,,,taxable
費用,自転車,盗難保険,,,,taxable
費用,自転車,バイシクルクラブ　20Kmまで　1年,,,,taxable
費用,自転車,バイシクルクラブ　20Kmまで　2年,,,,taxable
費用,自転車,バイシクルクラブ　20Kmまで　3年,,,,taxable
費用,自転車,バイシクルクラブ　20Kmまで　4年,,,,taxable
費用,自転車,バイシクルクラブ　距離無制限　1年,,,,taxable
費用,自転車,バイシクルクラブ　距離無制限　2年,,,,taxable
費用,自転車,バイシクルクラブ　距離無制限　3年,,,,taxable
費用,自転車,バイシクルクラブ　距離無制限　4年,,,,taxable
費用,自転車,自転車安心メンテナンスパック　シティ,,,,taxable
費用,自転車,自転車安心メンテナンスパック　電動,,,,taxable
費用,自転車,自転車安心メンテナンスパック　スポーツ,,,,taxable
費用,自転車,TSマーク　防犯登録とセット価格,,,,taxable
費用,自転車,TSマーク　2年目以降,,,,taxable
費用,自転車,ハイクオリティーセットアップ,,,,taxable
費用,バイク,バイクセットアップ料,,,,taxable
費用,バイク,中古車納車整備費用,,,,taxable
費用,バイク,行政書士委託料,,,,taxable
費用,バイク,県外登録手数料,,,,taxable
費用,バイク,ナンバープレート代,126cc以上250cc以下　宮城,,,taxable
費用,バイク,ナンバープレート代,126cc以上250cc以下　山形,,,taxable
費用,バイク,ナンバープレート代,126cc以上250cc以下　他都道府県,,,taxable
費用,バイク,国内輸送料,,,,taxable
費用,バイク,延長保証,,,,taxable
費用,バイク,メンテナンスパック加入,,,,taxable
費用,バイク,オイルリザーブ加入,,,,taxable
費用,バイク,ロードサービス,ロードサービス　50km　1年,,,taxable
費用,バイク,ロードサービス,ロードサービス　50km　2年,,,taxable
費用,バイク,ロードサービス,ロードサービス　50km　3年,,,taxable
費用,バイク,ロードサービス,ロードサービス　50km　4年,,,taxable
費用,バイク,ロードサービス,ロードサービス　50km　5年,,,taxable
費用,バイク,ロードサービス,ロードサービス　100km　1年,,,taxable
費用,バイク,ロードサービス,ロードサービス　100km　2年,,,taxable
費用,バイク,ロードサービス,ロードサービス　100km　3年,,,taxable
費用,バイク,ロードサービス,ロードサービス　100km　4年,,,taxable
費用,バイク,ロードサービス,ロードサービス　100km　5年,,,taxable
費用,バイク,ロードサービス,ロードサービス　無制限　1年,,,taxable
費用,バイク,ロードサービス,ロードサービス　無制限　2年,,,taxable
費用,バイク,ロードサービス,ロードサービス　無制限　3年,,,taxable
費用,バイク,ロードサービス,ロードサービス　無制限　4年,,,taxable
費用,バイク,ロードサービス,ロードサービス　無制限　5年,,,taxable
費用,バイク,グッドライダー防犯登録,,,,taxable
費用,バイク,ETCセットアップ料,,,,taxable
費用,バイク,登録抹消申請費用,,,,taxable
費用,バイク,下取/所有権会場申請費用,,,,taxable
費用,バイク,名義・住所変更申請費用,,,,taxable
費用,バイク,再交付申請費用,,,,taxable
費用,バイク,廃棄・処分車両収集運搬費用,,,,taxable
費用,バイク,自賠責保険異動手数料,,,,taxable
費用,バイク,排ガス検査費用,,,,taxable
費用,バイク,その他,,,,taxable
費用,自転車,防犯登録,,,,non_taxable
費用,自転車,自転車総合保険　ワイド,,,,non_taxable
費用,自転車,自転車総合保険　スタンダード,,,,non_taxable
費用,自転車,自転車総合保険　エコノミー,,,,non_taxable
費用,自転車,自転車総合保険　フリー,,,,non_taxable
費用,自転車,自転車総合保険　ご検討中,,,,non_taxable
費用,自転車,自転車総合保険　未加入,,,,non_taxable
費用,自転車,サイクル安心保険　加入,,,,non_taxable
費用,自転車,サイクル安心保険　ご検討中,,,,non_taxable
費用,自転車,サイクル安心保険　未加入,,,,non_taxable
費用,バイク,バイク自賠責保険,自賠責保険　12ヶ月,,,non_taxable
費用,バイク,バイク自賠責保険,自賠責保険　24ヶ月,,,non_taxable
費用,バイク,バイク自賠責保険,自賠責保険　25ヶ月,,,non_taxable
費用,バイク,バイク自賠責保険,自賠責保険　36ヶ月,,,non_taxable
費用,バイク,バイク自賠責保険,自賠責保険　37ヶ月,,,non_taxable
費用,バイク,バイク自賠責保険,自賠責保険　48ヶ月,,,non_taxable
費用,バイク,バイク自賠責保険,自賠責保険　60ヶ月,,,non_taxable
費用,バイク,バイク自賠責保険,自賠責保険　任意の期間,,,non_taxable
費用,バイク,重量税,重量税軽二輪　新規,,,non_taxable
費用,バイク,重量税,重量税小型二輪　重量税2年,,,non_taxable
費用,バイク,重量税,重量税2年　初年度登録から13年経過,,,non_taxable
費用,バイク,重量税,重量税2年　初年度登録から18年経過,,,non_taxable
費用,バイク,重量税,重量税3年,,,non_taxable
費用,バイク,印紙代,検査登録印紙・自動車審査証紙代　新車新規,,,non_taxable
費用,バイク,印紙代,検査登録印紙・自動車審査証紙代　新車新規（再完成検査）,,,non_taxable
費用,バイク,印紙代,検査登録印紙・自動車審査証紙代　新車新規（輸入車）,,,non_taxable
費用,バイク,印紙代,検査登録印紙・自動車審査証紙代　中古新規（持込）,,,non_taxable
費用,バイク,印紙代,検査登録印紙・自動車審査証紙代　中古新規（適合証）,,,non_taxable
費用,バイク,印紙代,検査登録印紙・自動車審査証紙代　継続検査（適合証）,,,non_taxable
費用,バイク,印紙代,検査登録印紙・自動車審査証紙代　継続検査（持込）,,,non_taxable
費用,バイク,印紙代,検査登録印紙・自動車審査証紙代　車検証再発行印紙代,,,non_taxable
費用,バイク,印紙代,検査登録印紙・自動車審査証紙代　ステッカー再交付印紙代,,,non_taxable
費用,バイク,印紙代,検査登録印紙・自動車審査証紙代　廃車印紙代,,,non_taxable
費用,バイク,印紙代,検査登録印紙・自動車審査証紙代　構造等変更検査印紙・証紙代,,,non_taxable
費用,バイク,印紙代,,,,non_taxable
費用,バイク,ナンバープレート代,251cc以上　宮城,,,non_taxable
費用,バイク,ナンバープレート代,251cc以上　山形,,,non_taxable
費用,バイク,ナンバープレート代,251cc以上　他都道府県,,,non_taxable
費用,バイク,任意保険,原付・特定小型原付　加入,,,non_taxable
費用,バイク,任意保険,原付・特定小型原付　ご検討中,,,non_taxable
費用,バイク,任意保険,原付・特定小型原付　未加入,,,non_taxable
費用,バイク,その他保険,損害保険,,,non_taxable
費用,バイク,その他保険,傷害保険,,,non_taxable
費用,バイク,その他保険,火災保険,,,non_taxable
費用,バイク,その他保険,生命保険,,,non_taxable